indexk,qx,qy,g2EPW,g2W90,g2W90long,g2W90tran,susRe,susIm,d2EPW,d2W90,d2W90long,d2W90tran
1424,0.5918,-0.4745,8.813416301905675e7,71954.36367738816,35426.19930537038,36528.164372017345,-27226.756449834797,29002.886406806087,-2.6845228870590574e8,-165840.82935525477,-79302.59012051958,-86538.23923473536
1425,0.6082,-0.465,9.883077815197888e7,72509.27979524627,34472.53215496244,38036.74764028362,-27477.307091837665,31447.428780246046,-3.1013416307933486e8,-168752.71064502627,-78646.33911639683,-90106.37152863068
1426,0.6246,-0.4555,1.1062885933083622e8,72992.82466000263,33566.10095554211,39426.72370446102,-27607.16625569874,30768.571792514285,-3.4439860182470447e8,-170731.61414348488,-78518.17655299208,-92213.43759049325
1427,0.6411,-0.4461,1.2296461639688799e8,73387.56634677752,32711.690813129568,40675.8755336477,-27558.56327787727,29135.091906634185,-3.7032281044174355e8,-171196.43242317325,-78266.46232923311,-92929.97009393924
1428,0.6575,-0.4366,1.345817465002628e8,73676.5843584097,31910.881079690243,41765.703278719055,-27412.8589977741,28280.49584191352,-3.899277415229466e8,-170790.06835494118,-77810.6087386774,-92979.45961626447
1429,0.674,-0.4271,1.4348728241236702e8,73843.88077372719,31163.531815808754,42680.34895791846,-27337.34891256419,28253.628615009533,-4.0322339306070405e8,-170916.49680524887,-78022.45232236707,-92894.04448288161
1430,0.6904,-0.4176,1.475700166434434e8,73874.7681625173,30468.092012399407,43406.67615011777,-27231.253904982615,28775.828493426372,-4.05625714476147e8,-170831.8694493757,-77935.50098429539,-92896.36846507981
1431,0.7068,-0.4081,1.4584230011743152e8,73756.13795923462,29819.93612027119,43936.2018389637,-26787.735935465247,29676.352624019488,-3.943846355456e8,-167945.2145579908,-74860.86593417927,-93084.34862381134
1432,0.7233,-0.3986,1.391628471416654e8,73476.51138352288,29213.102978775132,44263.408404747555,-26994.044957485083,30402.788465298396,-3.7679326579066014e8,-170481.87898764943,-77036.1597653073,-93445.7192223426
1433,0.7397,-0.3891,1.2956171271472827e8,73025.85734555127,28639.455929693362,44386.40141585752,-26805.351036257107,29963.10827807612,-3.5315349353155345e8,-169545.74781938703,-75601.96015432094,-93943.78766506656
1434,0.7561,-0.3796,1.1901510643267627e8,72395.30611309288,28089.006290034085,44306.29982305872,-26525.68418189086,27700.292593651644,-3.2954635978777564e8,-167388.869757061,-72913.96596746186,-94474.90378959886
1435,0.7726,-0.3701,1.0880872867122865e8,71577.01348678448,27550.28764549632,44026.7258412881,-26174.249073819574,24956.94654774343,-3.083913080942166e8,-163932.2542927466,-69111.88844400448,-94820.36584874235
1436,0.789,-0.3606,9.955306205558185e7,70564.4406278814,27009.422369075077,43555.01825880645,-25868.120889466354,24047.191527516716,-2.89465420966345e8,-160224.97596252334,-65610.39942553377,-94614.57653699053
1437,0.8055,-0.3511,9.142502900304012e7,69353.16009659202,26453.780083511192,42899.38001308184,-25506.692776175943,24747.74219396983,-2.6948060695025074e8,-155351.22853869078,-62163.20933704154,-93188.01920164848
1438,0.8219,-0.3417,8.438003623166867e7,67942.02430964044,25869.005363775475,42073.018945865035,-25029.99773821596,24271.511715375225,-2.44836133266166e8,-148986.3249155201,-58953.675194951385,-90032.64972056824
1439,0.8383,-0.3322,7.828156533150534e7,66334.27158192781,25248.364040576485,41085.9075413511,-24503.468170386965,21313.889464562213,-2.1571053925400412e8,-142040.96916186943,-56620.02552666959,-85420.9436352003
1440,0.8548,-0.3227,7.296877021508795e7,64538.05225633095,24585.420901969086,39952.63135436127,-23937.101398303334,18341.707283699292,-1.8646000866226357e8,-134854.46064524766,-54487.947176010355,-80366.51346923834
1441,0.8712,-0.3132,6.828879540138628e7,62566.01928547284,23876.984858407453,38689.034427065126,-23426.6058168431,16892.188609493805,-1.6102148983832544e8,-128332.05467619501,-52666.59393670202,-75665.46073949293
1442,0.8877,-0.3037,6.4111153044010125e7,60433.99816013214,23124.738078120983,37309.26008201111,-22986.616245667334,16514.02626311504,-1.404792238732439e8,-122607.41999840716,-51052.33823319372,-71555.08176521298
1443,0.9041,-0.2942,6.033324178952867e7,58159.162485669476,22329.592915155787,35829.56957051359,-22642.147278444565,16812.61282577484,-1.2440152449144013e8,-117467.19078595337,-49443.82344511145,-68023.3673408423
1444,-0.9041,-1.3192,5.6605226711762875e7,56373.6486553478,37132.655302262196,19240.99335308548,-22463.9606732267,16377.240705019927,-1.1048917618458754e8,-113797.62436072831,-67174.20323028523,-46623.42113044342
1445,-0.8877,-1.3097,5.340528677137444e7,53845.48948900014,35581.40677740632,18264.082711593586,-22239.59696985461,17243.863263714185,-1.005956721581012e8,-109166.4149117225,-64400.61334280119,-44765.80156892144
1446,-0.8712,-1.3002,5.047466973660961e7,51217.73456785331,33919.137857708156,17298.59671014497,-22033.245987187496,18349.143239221627,-9.267065626232472e7,-104400.87662760314,-61829.54385309107,-42571.332774512375
1447,-0.8548,-1.2907,4.780028032463408e7,48506.48258396867,32161.076784747995,16345.405799220394,-21782.23251891905,19109.021659323116,-8.598574173250791e7,-98392.81074730333,-59419.13514263854,-38973.675604664255
1448,-0.8383,-1.2812,4.538120285716852e7,45727.845172804766,30322.22864931634,15405.616523488521,-21530.19594054993,18327.71460258669,-8.019702003759176e7,-92067.53871964195,-57163.47171236524,-34904.06700727563
1449,-0.8219,-1.2717,4.322028069834741e7,42899.28015810173,28420.15083056985,14479.129327531798,-21238.83258098918,17660.116346258415,-7.482789456040071e7,-85038.56235492765,-54985.2646801851,-30053.297674742847
1450,-0.8055,-1.2622,4.131247221717778e7,40040.6389257341,26472.910892382406,13567.728033351583,-20990.64473183783,18107.492439870137,-6.999337928162917e7,-78721.99662867656,-52714.75762300449,-26007.239005671945
1451,-0.789,-1.2527,3.957523791610116e7,37174.52113463348,24499.91492419519,12674.606210437865,-20721.79236837868,19605.607143343546,-6.5412977567501105e7,-72319.5372006631,-49858.46488097532,-22461.07231968792
1452,-0.7726,-1.2433,3.363697708587776e6,34325.90187834153,22522.006955599598,11803.89492274203,-20376.749941388633,21070.14319342145,-5.416125142120452e6,-65328.459217718555,-45649.36456882542,-19679.09464889302
1453,-0.7561,-1.2338,63466.16859430267,31521.33052765205,20559.86497575217,10961.465551900052,-19912.457854727327,20891.20104257427,-99351.6889921289,-57051.54192096034,-39637.901344923004,-17413.640576037582
1454,-0.7397,-1.2243,15440.431430636487,28788.1349018266,18634.43235171407,10153.702550112734,-19343.3235342125,21087.605977859414,-23501.959409532807,-48114.5963338422,-32477.61045449809,-15636.985879344218
1455,-0.7233,-1.2148,5864.797936654638,26153.958606930886,16765.868765508654,9388.08984142213,-18810.792635081383,25115.04750222839,-8694.611605567981,-39803.879528977515,-25570.24958007681,-14233.629948900887
1456,-0.7068,-1.2053,2598.9504400530286,23646.701549655398,14974.002085365431,8672.699464289955,-18381.0618088077,31266.864566021934,-3766.538643132892,-32871.41007766067,-19744.02313351179,-13127.38694414885
1457,-0.6904,-1.1958,1196.7043491445158,21294.678556046634,13278.31947474035,8016.359081306299,-17975.966878078416,35695.97448999961,-1702.530682130574,-27361.654717552166,-15128.64949086634,-12233.005226686155
1458,-0.674,-1.1863,533.0343145991561,19126.688474719784,11697.565139026297,7429.123335693584,-17802.138842162738,39994.36930107899,-750.3002173414974,-23138.997798142496,-11651.923759206751,-11487.074038935712
1459,-0.6575,-1.1768,220.1896971758512,17171.73589955357,10249.952890590454,6921.783008962897,-17623.644072978885,45357.65209539302,-308.4579437104119,-19941.038079751113,-9100.1467725412,-10840.891307209964
1460,-0.6411,-1.1673,92.94611249256215,15458.313665531143,8952.507932835208,6505.805732696,-17486.999693833175,48148.03055473217,-130.07077226115803,-17582.462601342286,-7329.845235748638,-10252.617365593702
1461,-0.6246,-1.1578,67.21672655899175,14013.332765271138,7821.100002730641,6192.232762540476,-17385.71289980177,47147.54540376639,-93.28312490466506,-15890.479355635702,-6198.15584166064,-9692.323513975049
1462,-0.6082,-1.1483,93.2286626730878,12860.891615681097,6869.164705087932,5991.726910593237,-17312.25709585167,40473.75470547983,-128.38859882677846,-14722.552937951365,-5575.8049384315555,-9146.747999519714
1463,-0.5918,-1.1389,138.4189218784579,12021.083406437654,6107.971801565755,5913.111604871885,-17256.618612707432,34157.23224331053,-190.3806176621546,-13970.835100324737,-5360.933797253305,-8609.901303071407
1464,-0.5753,-1.1294,181.04168704183823,11508.98238152131,5545.390883900088,5963.591497621291,-17236.632992008083,32672.006817392597,-249.2355394118242,-13559.371203624385,-5461.4185498582965,-8097.952653766024
1465,-0.5589,-1.1199,207.8760071689973,11333.883612157839,5185.314988333541,6148.568623824365,-17154.525087465438,32532.42858541254,-285.5240386518131,-13333.649263451145,-5762.572848103295,-7571.076415347877
1466,-0.5425,-1.1104,213.43690770009684,11498.83423545114,5027.989578314077,6470.844657137049,-17236.770171936685,32454.73209285261,-294.0878499569675,-13558.65711104539,-6288.460680747112,-7270.196430298138
1467,-0.526,-1.1009,199.61320824680755,12000.487214394067,5069.3481613891845,6931.139053004743,-17256.666288858956,33908.97690741849,-275.1508076254166,-13964.080472701578,-6907.73363057835,-7056.346842123183
1468,-0.5096,-1.0914,175.3439935362041,12829.304713612091,5300.730088369971,7528.574625242143,-17310.721765773673,40568.71383998443,-242.28538523730057,-14697.293597246266,-7622.13081339163,-7075.162783854735
1469,-0.4931,-1.0819,156.39254711773532,13970.111486377979,5710.039522777244,8260.07196360074,-17381.43918166248,47256.119066187406,-217.18970993473263,-15829.65061387689,-8417.600332890412,-7412.050280986405
1470,-0.4767,-1.0724,165.81094910941806,15402.946897215554,6281.562494889485,9121.384402326026,-17481.918991215163,48018.00459952845,-231.80288122898457,-17475.681522113617,-9295.63798712362,-8180.043534989992
1471,-0.4603,-1.0629,236.71813976202705,17104.109687128126,6997.170184526567,10106.93950260156,-17618.65910326254,45203.04623464842,-332.7797767960286,-19772.624832254318,-10266.954237259037,-9505.670594995197
1472,-0.4438,-1.0534,421.5798444831303,19047.2613574029,7836.686271656449,11210.575085746437,-17798.191910950023,39768.062260277475,-597.5303170004017,-22893.93225810496,-11353.537216363693,-11540.395041741082
1473,-0.4274,-1.044,819.9928090466517,21204.46592948207,8779.402533576553,12425.06339590562,-18000.83574688678,35310.45850698528,-1180.0625093981591,-27036.282800894664,-12587.489277955528,-14448.793522938966
1474,-0.4109,-1.0345,1666.10137233051,23547.085155966688,9804.00999154723,13743.075164419635,-18391.717851259808,30788.596818926904,-2459.99907072883,-32447.57502716364,-13996.205339392909,-18451.36968777049
1475,-0.3945,-1.025,3655.017562745129,26046.492916032144,10890.68838539681,15155.804530635245,-18822.461311533247,24694.7548515838,-5562.595572252374,-39280.67778109258,-15596.145150001395,-23684.532631091137
1476,-0.3781,-1.0155,9625.466604645035,28674.59875435831,12019.863964495553,16654.734789863072,-19318.79162325058,20837.742256442845,-15039.621764870299,-47487.94257456324,-17401.032116350587,-30086.91045821239
1477,-0.3616,-1.006,41198.81742813665,31404.17566893477,13173.046840227364,18231.128828707733,-19845.716900861476,20867.1726698956,-66018.33316988185,-56320.856806739655,-19390.663293216086,-36930.1935135236
1478,-0.3452,-0.9965,3.574708561833566e6,34208.98765104496,14335.583238628795,19873.40441241593,-20298.12929888951,21213.956561414627,-5.87815078841251e6,-64496.69307160069,-21635.242985910827,-42861.450085690114
1479,-0.3288,-0.987,3.9947940745963e7,37063.72857584162,15492.713658073499,21571.014917768163,-20650.015781634676,19791.01152996533,-6.73087743898468e7,-71403.35601233579,-24251.659256501895,-47151.696755833254
1480,-0.3123,-0.9775,4.1700858502798766e7,39943.822669320856,16631.072976840547,23312.74969248025,-20926.479354285268,18294.51992351961,-7.190036155438325e7,-77747.34930685764,-27620.513397700797,-50126.83590915721
1481,-0.2959,-0.968,4.368297053500804e7,42825.183399488735,17742.25834357723,25082.925055911648,-21180.54261978913,17756.58922407137,-7.682919109812737e7,-84039.9102425082,-31564.28552690775,-52475.62471559992
1482,-0.2794,-0.9585,4.594295253212046e7,45684.05432719215,18815.31226082991,26868.742066362225,-21479.325108084737,18460.551081272148,-8.232101341473727e7,-91095.9390710731,-36418.927797646145,-54677.01127342635
1483,-0.263,-0.949,4.848006172175211e7,48497.03911234423,19845.77635359333,28651.262758750858,-21739.630380349314,19195.781946312087,-8.824750499524364e7,-97482.87844347181,-40559.86501405546,-56923.01342941614
1484,-0.2466,-0.9396,5.1286312191523276e7,51241.36634021121,20826.828716259613,30414.537623951688,-22002.111495667657,18528.076004575763,-9.51010657076388e7,-103593.862541995,-44270.49543968309,-59323.36710231153
1485,-0.2301,-0.9301,5.435693122853036e7,53895.35062234961,21754.187976508707,32141.162645841036,-22220.28042011856,17402.395721183235,-1.0323585426771814e8,-108470.57723648763,-46553.355617617155,-61917.22161887081
1486,-0.2137,-0.9206,5.769955915981582e7,56438.93942540613,22628.68654695105,33810.25287845484,-22474.770844573843,16582.416825152337,-1.1345161946005185e8,-113260.15294222775,-48487.17041573528,-64772.98252649261
1487,-0.1973,-0.9111,6.13429151440231e7,58854.20579290882,23448.751958638237,35405.453834270535,-22735.253834370254,16072.82584258934,-1.2625502615625629e8,-118012.60551468507,-50109.99460239713,-67902.61091228854
1488,-0.1808,-0.9016,6.534403258086369e7,61125.669300832444,24214.326522682837,36911.34277814948,-23147.58849757463,16033.22932983417,-1.4304504983465746e8,-123547.27655969802,-52018.17730439807,-71529.09925530035
1489,-0.1644,-0.8921,6.979343656494285e7,63240.388253618585,24931.795160899208,38308.59309271952,-23637.12486176483,16542.99193012211,-1.6415957495320338e8,-129817.11937520157,-54179.2601635766,-75637.85921162479
1490,-0.1479,-0.8826,7.481802457887009e7,65187.83806509488,25602.616844641907,39585.221220453706,-24221.55699965208,18164.017448643783,-1.9115370127252632e8,-137014.84744799824,-56585.39309563545,-80429.45435236329
1491,-0.1315,-0.8731,8.058130337362815e7,66959.64792882049,26235.91600988588,40723.731918934434,-24895.039729673277,21358.209977433224,-2.21716323542977e8,-145143.51590629682,-59680.25140766886,-85463.26449862756
1492,-0.1151,-0.8636,8.727946157702784e7,68549.29586579507,26837.236433431997,41712.05943236286,-25594.18798431795,25178.8915338753,-2.551109754029946e8,-153526.50327421777,-63077.08400276619,-90449.41927145132
1493,-0.0986,-0.8541,9.512859159504423e7,69951.86055475214,27413.462070384467,42538.39848436819,-26142.308414260955,27443.114162724258,-2.8373208157858825e8,-160326.28302089262,-66464.81870375923,-93861.46431713314
1494,-0.0822,-0.8447,1.0433143023814213e8,71163.90514873803,27976.052489592566,43187.85265914556,-26648.174377348478,29095.329637463772,-3.104842871388434e8,-166285.45286343285,-70329.52066960883,-95955.93219382309
1495,-0.0658,-0.8352,1.1499860335181698e8,72183.53297961273,28533.34692426518,43650.186055347694,-26971.06388941553,31231.828650325526,-3.35026574922085e8,-169882.92808927927,-73291.86628543689,-96591.06180384295
1496,-0.0493,-0.8257,1.2697974660095906e8,73010.6143086854,29094.255611301945,43916.35869738371,-27133.843298260097,31590.798575332203,-3.5951120532336694e8,-171434.22229572915,-75206.4048708207,-96227.81742490781
1497,-0.0329,-0.8162,1.395553117775963e8,73647.14130380252,29670.188515238955,43976.95278856362,-27162.55646777668,29976.32280014287,-3.851502568994339e8,-171393.86878603164,-76080.49195959642,-95313.37682643553
1498,-0.0164,-0.8067,1.5104075056188735e8,74097.63111424593,30269.480138861923,43828.15097538411,-27213.164151639,28540.70225662641,-4.121977544649135e8,-171224.82753282555,-76591.54414358817,-94633.28338923713
1499,0,-0.7972,1.587134200219784e8,74369.47236559406,30901.711729619412,43467.760635975006,-26951.822267340853,27553.343989878304,-4.3239398927628344e8,-168718.01649827923,-74566.06891625133,-94151.9475820272
1500,0.0164,-0.7877,1.5983243285409847e8,74473.10806133141,31574.29611038676,42898.81195094476,-27255.70677632004,27075.591852836296,-4.425093169422052e8,-170498.35868524865,-76440.63964706991,-94057.7190381788
1501,0.0329,-0.7782,1.5358989275312814e8,74421.97262615479,32294.37433237451,42127.59829378023,-27396.540341865282,27164.123278439834,-4.3796676215505517e8,-171187.58365480293,-76854.62125577682,-94332.96239902546
1502,0.0493,-0.7687,1.4185728855122706e8,74232.14906224534,33065.966671921924,41166.182390322814,-27530.772731941404,28315.755164358143,-4.215380423892455e8,-171843.83952503066,-77052.33279403382,-94791.50673099529
1503,0.0658,-0.7592,1.2765904209835681e8,73921.77146339111,33893.323114009756,40028.44834938094,-27597.316466242948,29898.874609350292,-3.9500584914590955e8,-171812.56521010114,-77179.93130963341,-94632.63390046936
